Dataset,Treatment,Classifier,'Sample ID','True Positive','False Positive','True Negative','False Negative',Precision,AUC,Kappa
xalan_UNDERSAMPLED_8.csv,UNDERSAMPLED,'RANDOM FOREST',_8,0.774876,0.276119,0.723881,0.225124,0.737278,0.840849,0.498756
xalan_UNDERSAMPLED_9.csv,UNDERSAMPLED,'RANDOM FOREST',_9,0.752488,0.262438,0.737562,0.247512,0.741422,0.836187,0.49005
xalan_UNDERSAMPLED_35.csv,UNDERSAMPLED,'RANDOM FOREST',_35,0.773632,0.264925,0.735075,0.226368,0.74491,0.839693,0.508706
xalan_UNDERSAMPLED_21.csv,UNDERSAMPLED,'RANDOM FOREST',_21,0.783582,0.266169,0.733831,0.216418,0.746445,0.853106,0.517413
xalan_UNDERSAMPLED_37.csv,UNDERSAMPLED,'RANDOM FOREST',_37,0.773632,0.25995,0.74005,0.226368,0.748496,0.83936,0.513682
xalan_UNDERSAMPLED_23.csv,UNDERSAMPLED,'RANDOM FOREST',_23,0.752488,0.271144,0.728856,0.247512,0.735115,0.835382,0.481343
xalan_UNDERSAMPLED_22.csv,UNDERSAMPLED,'RANDOM FOREST',_22,0.778607,0.243781,0.756219,0.221393,0.761557,0.850598,0.534826
xalan_UNDERSAMPLED_36.csv,UNDERSAMPLED,'RANDOM FOREST',_36,0.787313,0.261194,0.738806,0.212687,0.75089,0.847138,0.526119
xalan_UNDERSAMPLED_32.csv,UNDERSAMPLED,'RANDOM FOREST',_32,0.767413,0.247512,0.752488,0.232587,0.756127,0.844878,0.5199
xalan_UNDERSAMPLED_26.csv,UNDERSAMPLED,'RANDOM FOREST',_26,0.777363,0.262438,0.737562,0.222637,0.747608,0.8439,0.514925
xalan_UNDERSAMPLED_27.csv,UNDERSAMPLED,'RANDOM FOREST',_27,0.779851,0.276119,0.723881,0.220149,0.738516,0.840174,0.503731
xalan_UNDERSAMPLED_33.csv,UNDERSAMPLED,'RANDOM FOREST',_33,0.766169,0.262438,0.737562,0.233831,0.744861,0.838535,0.503731
xalan_UNDERSAMPLED_19.csv,UNDERSAMPLED,'RANDOM FOREST',_19,0.773632,0.261194,0.738806,0.226368,0.747596,0.839751,0.512438
xalan_UNDERSAMPLED_25.csv,UNDERSAMPLED,'RANDOM FOREST',_25,0.779851,0.252488,0.747512,0.220149,0.755422,0.850398,0.527363
xalan_UNDERSAMPLED_31.csv,UNDERSAMPLED,'RANDOM FOREST',_31,0.767413,0.268657,0.731343,0.232587,0.740696,0.846187,0.498756
xalan_UNDERSAMPLED_30.csv,UNDERSAMPLED,'RANDOM FOREST',_30,0.779851,0.267413,0.732587,0.220149,0.744656,0.842354,0.512438
xalan_UNDERSAMPLED_24.csv,UNDERSAMPLED,'RANDOM FOREST',_24,0.768657,0.247512,0.752488,0.231343,0.756426,0.842466,0.521144
xalan_UNDERSAMPLED_18.csv,UNDERSAMPLED,'RANDOM FOREST',_18,0.764925,0.276119,0.723881,0.235075,0.734767,0.836294,0.488806
xalan_UNDERSAMPLED_80.csv,UNDERSAMPLED,'RANDOM FOREST',_80,0.758706,0.2699,0.7301,0.241294,0.737606,0.842497,0.488806
